,energy_100g,carbohydrates_100g,fat_100g,proteins_100g,sodium_100g,salt_100g,sugars_100g,saturated-fat_100g,fiber_100g,trans-fat_100g,cholesterol_100g,iron_100g,vitamin-c_100g,calcium_100g,vitamin-a_100g
21726,444.0,18.18,0.0,6.06,0.061975999999999996,0.15494000000000002,9.09,0.0,3.0,0.0,0.0,0.00218,0.0182,0.0,0.0004545
21727,444.0,18.18,0.0,6.06,0.061975999999999996,0.15494000000000002,9.09,0.0,3.0,0.0,0.0,0.00218,0.0182,0.0,0.0004545
21728,138.0,6.56,0.0,1.64,0.432816,1.08204,3.28,0.0,1.6,0.0,0.0,0.00118,0.0039,0.0,0.0001476
21729,138.0,6.56,0.0,1.64,0.432816,1.08204,3.28,0.0,1.6,0.0,0.0,0.00118,0.0039,0.0,0.0001476
21730,138.0,6.56,,1.64,0.41656000000000004,1.0414,3.28,0.0,1.6,0.0,0.0,0.00118,0.0039,0.0,0.0001476
21736,385.0,8.33,6.67,0.83,0.6522720000000001,1.63068,2.5,0.83,1.7,0.0,0.0,0.0012,0.015,0.017,0.0002499
21760,201.0,8.0,2.0,1.6,0.35,0.8740000000000001,5.6,0.0,1.6,0.0,0.0,0.00115,0.0072,0.016,0.00018
21762,201.0,8.0,0.8,1.6,0.349504,0.87376,5.6,0.0,1.6,0.0,0.0,0.00058,0.0,0.016,0.00018
21763,301.0,8.0,2.8,3.2,0.42265600000000003,1.05664,5.6,1.2,1.6,0.0,0.004,0.00058,0.0,0.016,0.00011999999999999999
21781,1569.0,75.0,0.0,0.0,4.3180000000000005,10.795,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000375
21792,699.0,61.11,0.0,19.44,0.042672,0.10668,2.78,0.0,38.9,0.0,0.0,0.0075,0.0,0.111,0.0
21793,699.0,61.11,0.0,19.44,0.042672,0.10668,2.78,0.0,38.9,0.0,0.0,0.0075,0.0,0.111,0.0
21794,837.0,62.86,0.0,20.0,0.057912,0.14478,2.86,0.0,34.3,0.0,0.0,0.00514,0.0,0.0,0.0
21795,770.0,60.53,0.0,23.68,0.053848,0.13462000000000002,2.63,0.0,39.5,0.0,0.0,0.007109999999999999,0.0,0.105,0.0
21798,1017.0,62.16,0.0,24.32,0.041656,0.10414000000000001,2.7,0.0,27.0,0.0,0.0,0.0073,0.0,0.054000000000000006,0.0
21800,1490.0,77.78,1.11,6.67,0.011176,0.027939999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21804,1611.0,71.15,9.62,3.85,0.292608,0.73152,30.77,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
21805,1611.0,71.15,9.62,3.85,0.37084,0.9271,30.77,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
21806,1611.0,71.15,9.62,3.85,0.37084,0.9271,32.69,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
21807,1611.0,71.15,9.62,3.85,0.351536,0.87884,30.77,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
21808,1690.0,73.08,9.62,5.77,0.351536,0.87884,34.62,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
21813,1628.0,100.0,0.0,0.0,0.0,0.0,88.89,0.0,0.0,0.0,0.0,,,,
21814,1628.0,100.0,0.0,0.0,0.0,0.0,88.89,0.0,0.0,0.0,0.0,,,,
21819,1523.0,81.82,0.0,9.09,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0032700000000000003,0.0,0.0,0.0
21838,1494.0,73.21,1.79,12.5,0.0,0.0,3.57,0.0,3.6,0.0,0.0,0.00321,0.0,0.0,0.0
21847,1494.0,73.21,1.79,12.5,0.0,0.0,3.57,0.0,3.6,0.0,0.0,0.00321,0.0,0.0,0.0
21854,1494.0,73.21,1.79,12.5,0.0,0.0,3.57,0.0,3.6,0.0,0.0,0.00321,0.0,0.0,0.0
21860,3347.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,,0.0,,,,,
21868,3350.0,0.0,93.3,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21880,456.0,28.12,0.0,1.56,0.936752,2.3418799999999997,18.75,0.0,1.6,0.0,0.0,0.00056,0.0038,0.0,9.36e-05
21885,2389.0,25.0,42.86,25.0,0.762,1.905,3.57,7.14,10.7,0.0,0.0,0.0,0.0,0.0,0.0
21886,2389.0,25.0,46.43,25.0,0.0,0.0,3.57,8.93,10.7,0.0,0.0,0.0,0.0,0.0,0.0
21887,2389.0,25.0,42.86,25.0,0.762,1.905,3.57,7.14,10.7,0.0,0.0,0.0,0.0,0.0,0.0
21888,2389.0,25.0,46.43,25.0,0.0,0.0,3.57,8.93,10.7,0.0,0.0,0.0,0.0,0.0,0.0
21892,1360.0,82.5,0.0,0.0,0.0,0.0,67.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
21894,1360.0,82.5,0.0,0.0,0.0,0.0,67.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
21902,310.0,17.57,0.0,2.03,0.0,0.0,0.68,0.0,1.4,0.0,0.0,0.00073,0.0182,0.013999999999999999,0.0
21906,1531.0,90.24,0.0,0.0,0.024384,0.06096,73.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21913,1393.0,74.36,0.0,5.13,0.065024,0.16255999999999998,41.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21915,1531.0,90.24,0.0,0.0,0.024384,0.06096,73.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21935,1393.0,6.67,33.33,0.0,0.744728,1.86182,6.67,6.67,0.0,0.0,0.033,0.0,0.0,0.0,0.0
21936,1393.0,6.67,33.33,0.0,0.7112,1.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21962,1883.0,60.0,27.5,5.0,0.0,0.0,42.5,15.0,7.5,0.0,0.0,0.0045,0.0,0.05,0.0
21965,1695.0,48.1,20.25,6.33,0.463296,1.15824,26.58,7.59,1.3,0.0,0.146,0.00182,0.0,0.025,0.0001518
21967,2540.0,17.86,53.57,21.43,0.0,0.0,3.57,3.57,10.7,0.0,0.0,0.00514,0.0,0.28600000000000003,0.0
21991,,,,,,,,,,,,,,,
22008,385.0,16.15,0.0,6.15,0.2032,0.508,0.77,0.0,7.7,0.0,0.0,0.0013800000000000002,0.0,0.077,0.0
22014,1611.0,71.15,9.62,3.85,0.37084,0.9271,32.69,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
22018,1812.0,23.33,36.67,0.0,0.7112,1.778,20.0,5.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
22021,1745.0,4.17,33.33,25.0,0.635,1.5875,0.0,18.75,0.0,0.0,0.10400000000000001,0.0,0.0,0.625,0.000375
22029,958.0,25.71,11.43,4.29,0.0508,0.127,24.29,7.14,0.0,0.0,0.071,0.0,0.0,0.114,0.00012869999999999998
22030,368.0,0.0,1.33,18.58,0.044704,0.11175999999999998,0.0,0.0,0.0,0.0,0.04,0.0009599999999999999,0.0,0.053,2.64e-05
22036,791.0,43.24,0.0,0.0,0.7965439999999999,1.9913599999999998,37.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22048,2485.0,25.0,46.88,21.88,0.237744,0.59436,9.38,9.38,6.2,0.0,0.0,0.00225,0.0,0.0,0.0
22049,607.0,18.18,7.27,0.91,0.22148800000000002,0.55372,15.45,1.36,1.8,0.0,0.005,0.00033,0.0044,0.036000000000000004,0.0001365
22050,519.0,12.38,7.62,0.95,0.29972,0.7493,10.48,1.43,1.9,0.0,0.013999999999999999,0.00033999999999999997,0.0257,0.038,0.0002142
22056,628.0,33.0,1.5,5.0,0.48768,1.2192,22.0,0.0,3.0,0.0,0.005,0.00108,0.0,0.04,2.9999999999999997e-05
22061,243.0,10.42,1.25,0.83,0.0508,0.127,9.58,0.83,0.0,0.0,0.004,0.0,0.0,0.025,1.26e-05
22064,548.0,4.92,11.48,1.64,0.36677600000000005,0.91694,1.64,6.56,0.0,0.0,0.057,0.00059,0.0,0.066,0.0001476
22068,2372.0,23.33,50.0,20.0,0.0,0.0,3.33,3.33,13.3,0.0,0.0,0.0036,0.0,0.267,0.0
22072,2510.0,20.0,50.0,23.33,0.0,0.0,3.33,6.67,6.7,0.0,0.0,0.0024,0.0,0.067,0.0
22073,2372.0,20.0,50.0,23.33,0.287528,0.71882,3.33,6.67,6.7,0.0,0.0,0.0024,0.0,0.067,0.0
22075,2230.0,30.0,40.0,20.0,0.474472,1.18618,16.67,5.0,6.7,0.0,0.0,0.0012,0.0,0.067,0.0
22076,1954.0,60.0,23.33,10.0,0.06807200000000001,0.17018,53.33,3.33,3.3,0.0,0.0,0.0012,0.0,0.0,0.0
22085,2372.0,23.33,50.0,20.0,0.508,1.27,3.33,5.0,10.0,0.0,0.0,0.0036,0.0,0.067,0.0
22087,2092.0,66.67,26.67,3.33,0.22047199999999997,0.55118,40.0,23.33,0.0,0.0,0.0,0.0012,0.0,0.067,0.0
22088,2092.0,66.67,26.67,3.33,0.254,0.635,33.33,23.33,3.3,0.0,0.0,0.0024,0.0,0.0,0.0
22097,2372.0,23.33,50.0,20.0,0.0,0.0,3.33,3.33,13.3,0.0,0.0,0.0036,0.0,0.267,0.0
22102,2264.0,56.76,32.43,5.41,0.069088,0.17272,54.05,6.76,2.7,0.0,0.0,0.00389,0.0,0.162,0.0
22103,971.0,1.79,14.29,25.0,0.889,2.2225,1.79,7.14,0.0,0.0,0.08,0.00321,0.0,0.0,0.0
22113,494.0,29.41,0.0,0.0,0.9560559999999999,2.39014,23.53,0.0,0.0,0.0,0.0,0.0,0.0071,0.0,0.0001764
22119,234.0,9.6,0.4,3.2,0.24384,0.6096,4.8,0.0,2.4,0.0,0.0,0.00115,0.0096,0.016,7.2e-05
22147,71.0,0.85,1.27,0.42,0.07721599999999999,0.19304000000000002,0.42,0.0,0.4,0.0,0.0,0.0003,0.0,0.188,6.24e-05
22148,481.0,23.08,0.77,4.62,0.42163999999999996,1.0541,8.46,0.0,5.4,0.0,0.004,0.0013800000000000002,0.0,0.046,0.0
22153,1644.0,3.57,32.14,25.0,0.653288,1.6332200000000001,0.0,21.43,0.0,0.0,0.107,0.0,0.0,0.7140000000000001,0.0003213
22154,1644.0,3.57,32.14,21.43,0.725424,1.8135599999999998,0.0,21.43,0.0,0.0,0.08900000000000001,0.0,0.0,0.7140000000000001,0.0003213
22156,1644.0,3.57,32.14,25.0,0.653288,1.6332200000000001,0.0,21.43,0.0,0.0,0.107,0.0,0.0,0.7140000000000001,0.0003213
22167,448.0,3.57,2.68,17.86,0.7985760000000001,1.9964400000000002,1.79,1.79,0.0,0.0,0.045,0.00064,0.0,0.0,0.0
22171,481.0,0.0,4.42,19.47,0.06705599999999999,0.16764,0.0,0.0,0.0,0.0,0.08800000000000001,0.0009599999999999999,0.0,0.035,0.0
22178,2092.0,67.86,21.43,7.14,0.39928800000000003,0.9982200000000001,0.0,3.57,7.1,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0
22187,1644.0,3.57,32.14,25.0,0.653288,1.6332200000000001,0.0,17.86,0.0,0.0,0.107,0.0,0.0,0.7140000000000001,0.0003213
22198,1778.0,70.0,17.5,5.0,0.038607999999999996,0.09652000000000001,60.0,10.0,2.5,0.0,0.0,0.0009,0.0,0.1,0.0
22203,1674.0,100.0,0.0,0.0,0.0,0.0,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22210,1494.0,85.71,0.0,0.0,0.0,0.0,85.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22231,1795.0,0.0,50.0,0.0,0.762,1.905,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0010712999999999999
22254,1611.0,71.15,9.62,3.85,0.351536,0.87884,30.77,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
22261,1523.0,63.64,4.55,0.0,5.54228,13.8557,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027269999999999996
22274,1611.0,71.15,9.62,3.85,0.37084,0.9271,30.77,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
22275,1611.0,71.15,9.62,3.85,0.351536,0.87884,30.77,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
22276,1611.0,71.15,9.62,3.85,0.37084,0.9271,32.69,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
22277,1611.0,71.15,9.62,3.85,0.37084,0.9271,30.77,3.85,1.9,0.0,0.0,0.00346,0.0,0.0,0.0002886
22309,1494.0,85.71,0.0,7.14,0.580136,1.45034,7.14,0.0,3.6,0.0,0.0,0.032139999999999995,0.0536,0.0,0.0010712999999999999
22327,326.0,17.19,0.0,0.0,0.008128,0.020319999999999998,14.84,0.0,0.0,0.0,0.0,0.00028,0.0038,0.0,7.020000000000001e-05
22328,326.0,17.19,0.0,0.0,0.008128,0.020319999999999998,14.84,0.0,0.0,0.0,0.0,0.00028,0.0038,0.0,7.020000000000001e-05
22330,385.0,16.15,0.0,6.15,0.336296,0.8407399999999999,0.0,0.0,4.6,0.0,0.0,0.0020800000000000003,0.0,0.031,0.0
22332,356.0,15.38,0.0,4.62,0.273304,0.6832600000000001,0.77,0.0,3.8,0.0,0.0,0.0013800000000000002,0.0,0.046,0.0
22333,356.0,14.62,0.0,5.38,0.281432,0.70358,1.54,0.0,4.6,0.0,0.0,0.0013800000000000002,0.0,0.031,0.0
22334,289.0,12.31,0.0,4.62,0.336296,0.8407399999999999,0.77,0.0,3.8,0.0,0.0,0.0011099999999999999,0.0,0.0,0.0
22335,469.0,21.6,0.0,6.4,0.276352,0.69088,0.0,0.0,5.6,0.0,0.0,0.00144,0.0,0.032,0.0
22341,109.0,3.48,0.0,1.74,0.300736,0.75184,0.0,0.0,1.7,0.0,0.0,0.00125,0.0104,0.052000000000000005,0.0007827000000000001
22342,71.0,2.61,0.0,2.61,0.039624,0.09906000000000001,0.0,0.0,2.6,0.0,0.0,0.00157,0.013000000000000001,0.087,0.0019565999999999997
22344,356.0,14.62,0.0,6.92,0.10972799999999999,0.27432,0.77,0.0,4.6,0.0,0.0,0.0013800000000000002,0.0,0.031,0.0
22346,393.0,12.5,3.12,6.25,0.635,1.5875,6.25,0.0,6.2,0.0,0.0,0.0,0.0,0.125,0.0001875
22370,130.0,0.0,0.0,7.96,0.324104,0.8102600000000001,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.018000000000000002,0.0
22415,1680.0,80.0,0.0,0.0,0.0,0.0,80.0,0.0,,,,,,,
22458,1100.0,47.37,4.39,7.02,0.222504,0.5562600000000001,7.02,0.88,1.8,0.88,0.0,0.00316,0.0021,0.105,0.0
22460,410.0,9.7,2.4,8.4,0.16255999999999998,0.4064,1.6,1.4,1.4,,,,,,
22466,2243.0,64.29,25.0,7.14,0.381,0.9525,0.0,3.57,7.1,0.0,0.0,0.0012900000000000001,0.0043,0.071,0.0
22472,1883.0,70.0,20.0,2.5,0.038607999999999996,0.09652000000000001,62.5,17.5,2.5,0.0,0.0,0.0018,0.003,0.1,0.0
22477,1531.0,90.24,0.0,0.0,0.037592,0.09398,80.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22484,1954.0,66.67,20.0,6.67,0.32207199999999997,0.80518,30.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22485,1812.0,70.0,16.67,3.33,0.3048,0.762,33.33,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22487,88.0,4.58,0.0,0.83,0.287528,0.71882,2.92,0.0,1.2,0.0,0.0,0.00045,0.03,0.008,0.00012509999999999998
22510,88.0,4.17,0.0,0.83,0.266192,0.6654800000000001,2.92,0.0,0.8,0.0,0.0,0.00015,0.03,0.008,6.24e-05
22511,88.0,4.17,0.0,0.83,0.266192,0.6654800000000001,2.92,0.0,0.8,0.0,0.0,0.00015,0.03,0.008,6.24e-05
22529,2343.0,72.0,18.0,8.0,0.036576,0.09144,36.0,8.0,0.0,0.0,0.027999999999999997,0.00288,0.0,0.0,0.0
22535,1343.0,0.0,15.0,10.0,0.72136,1.8034,1.0,6.0,0.0,0.0,0.04,0.00193,0.0,0.036000000000000004,0.0
22541,8.0,0.1,0.1,0.1,0.012,0.03,0.1,0.1,0.1,,,,,,
22542,8.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,,,,,,
22544,1810.0,76.7,13.3,6.67,0.237,0.593,26.7,6.67,3.33,0.0,0.0,0.0024,0.0,0.0,0.0
22551,1393.0,0.0,30.0,0.0,0.56,1.4,0.0,21.0,,,,,,,
22573,134.0,7.7,0.0,0.4,0.004,0.01,5.1,0.0,,,,,,,
22689,1418.0,58.93,1.79,14.29,0.036576,0.09144,3.57,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0
22694,2067.0,51.0,29.0,6.6,0.23199999999999998,0.58,28.0,6.5,1.8,,,,,,
22715,2690.0,0.0,71.43,0.0,0.5445760000000001,1.36144,0.0,10.71,0.0,0.0,0.036000000000000004,0.0,0.0,0.0,0.0
22725,808.0,24.29,6.43,8.57,0.210312,0.52578,2.14,3.57,1.4,0.0,0.043,0.00193,0.0,0.107,0.0001071
22727,841.0,29.5,5.04,8.63,0.394208,0.9855200000000001,1.44,2.16,2.2,0.0,0.043,0.00259,0.0035,0.07200000000000001,0.00010800000000000001
22729,866.0,30.71,5.0,7.86,0.500888,1.25222,0.71,2.5,1.4,0.0,0.032,0.00193,0.0,0.071,4.29e-05
22731,1075.0,0.0,20.35,16.81,0.06705599999999999,0.16764,0.0,7.96,0.0,0.0,0.071,0.00159,0.0,0.018000000000000002,0.0
22732,1728.0,51.0,19.6,5.6,0.192,0.48,36.7,11.9,,,,,,,
22734,1494.0,86.3,0.9,0.7,0.14,0.35,57.7,0.7,,,,,,,
22737,1339.0,72.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22746,322.0,8.0,0.0,11.0,9.856,24.64,7.0,0.0,,,,,,,
22748,1494.0,0.0,28.57,21.43,0.580136,1.45034,0.0,17.86,0.0,0.0,0.071,0.0,0.0,0.536,0.0003213
22751,1494.0,0.0,28.57,21.43,0.580136,1.45034,0.0,17.86,0.0,0.0,0.071,0.0,0.0,0.536,0.0003213
22752,1494.0,0.0,28.57,21.43,0.870712,2.17678,0.0,17.86,0.0,0.0,0.08900000000000001,0.0,0.0,0.7140000000000001,0.0003213
22762,1494.0,3.57,28.57,21.43,0.616712,1.54178,3.57,17.86,0.0,0.0,0.071,0.0,0.0,0.7140000000000001,0.0002142
22768,1494.0,3.57,28.57,21.43,0.616712,1.54178,3.57,17.86,0.0,0.0,0.071,0.0,0.0,0.7140000000000001,0.0002142
22769,1343.0,3.57,25.0,21.43,0.616712,1.54178,0.0,17.86,0.0,0.0,0.071,0.0,0.0,0.536,0.0002142
22809,494.0,1.18,2.35,21.18,0.9083040000000001,2.2707599999999997,0.0,0.59,0.0,0.0,0.071,0.00085,0.0,0.024,0.0
22818,1297.0,2.65,25.66,14.16,0.962152,2.40538,1.77,10.62,0.0,1.33,0.062,0.00159,0.0,0.018000000000000002,7.950000000000001e-05
22819,1121.0,0.0,21.43,17.86,0.889,2.2225,0.0,8.93,0.0,0.0,0.08,0.0012900000000000001,0.0,0.036000000000000004,0.0
22828,2397.0,48.8,38.5,5.6,0.08,0.2,48.8,5.9,4.4,,,,,,
22837,21.0,0.0,11.8,0.0,2.3368,5.8420000000000005,0.0,11.5,,,,,,,
22859,2092.0,64.29,25.0,14.29,0.508,1.27,3.57,3.57,3.6,0.0,0.0,0.0012900000000000001,0.0,0.14300000000000002,0.0
22879,2092.0,60.71,25.0,7.14,0.580136,1.45034,3.57,3.57,3.6,0.0,0.0,0.0012900000000000001,0.0,0.14300000000000002,0.0
22880,2092.0,60.71,25.0,7.14,0.580136,1.45034,3.57,3.57,3.6,0.0,0.0,0.0012900000000000001,0.0,0.14300000000000002,0.0
22895,444.0,22.35,1.18,3.53,0.0,0.0,4.71,0.0,2.4,0.0,0.0,0.0,0.0042,0.0,0.0
22917,795.0,27.0,9.0,3.0,0.011176,0.027939999999999996,17.0,2.0,6.7,0.0,0.0,0.0032,0.0,0.0,0.0
22919,1941.0,64.29,21.43,7.14,0.580136,1.45034,0.0,1.79,7.1,0.0,0.0,0.0012900000000000001,0.0129,0.14300000000000002,0.0001071
22925,2092.0,60.71,21.43,10.71,0.290576,0.72644,7.14,1.79,10.7,0.0,0.0,0.00257,0.0,0.071,0.0
22930,1962.0,65.31,22.45,8.16,0.6431279999999999,1.60782,4.08,2.04,6.1,0.0,0.0,0.0022,0.0024,0.122,0.0
22932,2092.0,64.29,21.43,7.14,0.43586400000000003,1.08966,7.14,1.79,7.1,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0
22936,2092.0,64.29,25.0,7.14,0.27228800000000003,0.68072,3.57,1.79,7.1,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0
22938,2092.0,64.29,25.0,7.14,0.290576,0.72644,3.57,3.57,7.1,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0
22950,1954.0,65.0,18.33,10.0,0.1524,0.381,26.67,3.33,5.0,0.0,0.0,0.0012,0.0,0.033,0.0
22953,2050.0,65.31,22.45,6.12,0.310896,0.7772399999999999,2.04,2.04,6.1,0.0,0.0,0.00147,0.0,0.08199999999999999,0.0
22954,2092.0,64.29,25.0,7.14,0.762,1.905,0.0,3.57,7.1,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0
22968,607.0,16.13,8.06,3.23,0.459232,1.14808,3.23,0.0,3.2,0.0,0.0,0.00116,0.0,0.0,0.0
22971,2092.0,64.29,25.0,7.14,0.870712,2.17678,3.57,3.57,3.6,0.0,0.0,0.0,0.0,0.14300000000000002,0.0
22987,1941.0,64.29,21.43,7.14,0.290576,0.72644,7.14,1.79,7.1,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0008037000000000001
23010,2092.0,67.86,25.0,7.14,0.34442399999999995,0.86106,0.0,1.79,3.6,0.0,0.0,0.0,0.0,0.071,0.0
23028,100.0,4.71,0.0,2.35,0.024384,0.06096,2.35,0.0,2.4,0.0,0.0,0.00042,0.0424,0.024,3.54e-05
23039,2046.0,53.33,28.89,6.67,0.0,0.0,40.0,2.22,8.9,0.0,0.0,0.0016,0.0,0.044000000000000004,0.0
23049,1950.0,62.2,24.4,8.89,0.124,0.31,35.6,6.67,6.67,0.0,0.0,0.004,0.0,0.0,0.0
23063,151.0,10.0,0.0,0.71,0.0,0.0,8.57,0.0,1.4,0.0,0.0,0.00026000000000000003,0.09,0.0,8.58e-05
23074,2190.0,64.3,23.8,7.14,262.0,655.0,0.0,2.38,7.14,,,,,,
23076,2092.0,64.29,25.0,7.14,0.290576,0.72644,3.57,3.57,7.1,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0
23077,1674.0,51.0,18.0,6.0,0.2,0.5,3.0,3.0,3.6,0.0,0.0,0.0012900000000000001,0.0,0.14300000000000002,0.0
23078,2092.0,64.29,25.0,7.14,0.290576,0.72644,3.57,1.79,7.1,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0
23079,2092.0,64.29,25.0,7.14,0.762,1.905,0.0,3.57,7.1,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0
23080,2092.0,64.29,25.0,7.14,0.290576,0.72644,10.71,1.79,7.1,0.0,0.0,0.0,0.0,0.071,0.0004287
23081,2092.0,64.29,21.43,7.14,0.43586400000000003,1.08966,7.14,1.79,7.1,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0
23082,2090.0,60.7,25.0,7.14,0.268,0.67,0.0,1.79,7.14,0.0,0.0,0.00257,,0.0714,
23083,2092.0,64.29,25.0,7.14,0.34442399999999995,0.86106,0.0,1.79,7.1,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0
23093,1004.0,24.6,10.7,10.4,0.42,1.05,2.4,4.3,1.8,,,,,,
23111,1670.0,85.0,7.5,0.0,0.0,0.0,55.0,7.5,0.0,0.0,0.0,0.0,0.0525,0.0,0.0
23124,1690.0,,3.78,0.0,0.0256,0.064,63.0,3.78,,0.0,0.0,,0.0,0.0,0.0
23143,879.0,38.0,2.0,0.0,0.004,0.01,38.0,2.0,,,,,,,
23165,2100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,,,,,,,
23166,42.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23168,2092.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,,,,,,,
23173,1536.0,10.0,40.0,0.0,1.4224,3.556,0.0,0.0,6.7,0.0,0.0,0.0,0.004,0.0,0.0
23192,42.0,,,0.1,0.02,0.0499999999999999,0.2,0.1,0.0,,,,,,
23194,2452.0,5.8,6.9,13.0,0.848,2.12,2.4,2.3,,,,,,,
23195,2356.0,58.8,32.6,7.7,0.08,0.2,58.8,20.0,,,,,,,
23207,1155.0,55.17,3.45,10.34,0.560832,1.40208,6.9,0.0,3.4,0.0,0.0,0.00372,0.0,0.207,0.0
23213,840.0,0.0,12.7,21.6,0.06096,0.1524,0.0,5.6,0.0,,,,,,
23223,711.0,15.1,8.0,9.0,0.35200000000000004,0.88,1.7,3.4,,,,,,,
23225,1490.0,73.2,1.79,12.5,0.0,0.0,3.57,0.0,3.57,,,,,,
23226,2138.0,61.0,26.3,5.0,0.36,0.9,2.1,2.4,,,,,,,
23250,1464.0,86.67,0.0,0.0,0.002032,0.0050799999999999994,86.67,0.0,0.0,0.0,0.0,0.0006,0.0,0.133,0.0
23262,1360.0,77.5,0.0,5.0,0.140208,0.35052,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23265,1431.0,81.58,1.32,2.63,0.11988800000000001,0.29972,34.21,0.0,0.0,0.0,0.0,0.0018899999999999998,0.0,0.0,0.0
23302,197.0,10.4,0.1,0.9,0.012,0.03,8.4,0.1,,,,,,,
23303,749.0,3.57,17.86,3.57,0.32613600000000004,0.81534,0.0,0.0,3.6,0.0,0.0,0.0,0.0043,0.0,0.0
23304,372.0,10.71,5.36,3.57,0.381,0.9525,0.0,0.0,3.6,0.0,0.0,0.0,0.0214,0.0,0.0
23305,226.0,10.71,0.0,3.57,0.616712,1.54178,0.0,0.0,3.6,0.0,0.0,0.0,0.0129,0.0,0.0001071
23306,749.0,7.14,14.29,3.57,0.725424,1.8135599999999998,3.57,0.0,3.6,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0
23314,1130.0,63.6,0.8,1.3,0.004,0.01,50.2,0.2,,,,,,,
23315,1130.0,63.6,0.8,1.3,0.0,0.0,50.2,0.2,1.9,,,,,,
23316,1130.0,63.6,0.8,1.3,0.0,0.0,50.2,0.2,1.9,,,,,,
23317,1130.0,63.6,0.8,1.3,0.0,0.0,50.2,0.2,1.9,,,,,,
23318,1147.0,63.6,0.8,1.3,0.0,0.0,50.2,0.2,1.9,,,,,,
23319,1130.0,63.6,0.8,1.3,0.004,0.01,50.2,0.2,0.95,,,,,,
23320,1130.0,63.6,0.8,1.3,0.0,0.0,50.2,0.2,1.9,,,,,,
23321,1130.0,63.6,0.8,1.3,0.0,0.0,50.2,0.2,1.9,,,,,,
23322,1130.0,63.6,0.8,1.3,0.0,0.0,50.2,0.2,1.9,,,,,,
23323,1130.0,63.6,0.8,1.3,0.004,0.01,50.2,0.2,1.9,,,,,,
23324,1130.0,63.6,0.8,1.3,0.004,0.01,50.2,0.2,,,,,,,
23325,1130.0,63.9,0.8,1.3,0.004,0.01,50.2,0.2,,,,,,,
23326,1130.0,63.6,0.8,1.3,0.0,0.0,50.2,0.2,1.9,,,,,,
